scheduler,K,seed,n,quorum,surplus,T,steps,timeouts,decisions,retries,max_ballot,reached_step_cap,safety
uniform-budget-delay,105,68,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,69,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,70,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,71,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,72,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,73,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,74,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,75,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,76,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,77,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,78,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,79,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,80,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,81,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,82,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,83,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,84,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,85,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,86,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,87,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,88,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,89,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,90,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,91,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,92,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,93,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,94,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,95,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,96,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,97,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,98,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,99,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,100,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,101,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,102,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,103,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,104,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,105,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,106,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,107,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,108,25,13,12,100,256,1,1,1,2,false,false
